1940872,55
1940971,56
1941071,56
1941171,56
1941271,56
1941372,55
1941471,55
1941573,56
1941672,56
1941777,56
1941877,56
1941976,56
1942076,53
1942176,57
1942277,58
1942376,57
1942476,56
1942580,56
1942681,55
1942784,58
1942885,57
1942984,57
1943084,56
1943184,58
1943283,56
1943383,57
1943484,56
1943588,56
1943688,58
1943791,57
1943891,58
1943991,56
1944092,56
1944192,56
1944291,57
1944391,56
1944492,56
1944596,57
1944697,58
1944799,59
1944900,58
1944999,58
1945099,57
1945199,57
1945299,58
1945399,56
1945499,57
1945603,57
1945703,57
1945808,57
1945907,57
1946007,57
1946107,56
1946206,56
1946307,56
1946406,57
1946506,58
1946609,56
1946708,58
1946812,57
1946913,57
1947012,57
1947112,56
1947212,56
1947312,56
1947412,57
1947512,56
1947615,57
1947714,56
1947819,57
1947919,56
1948018,57
1948119,56
1948218,56
1948318,56
1948417,56
1948518,57
1948618,56
1948719,56
1948822,56
1948922,56
1949022,56
1949123,56
1949222,55
1949323,55
1949422,55
1949523,55
1949622,56
1949722,56
1949826,56
1949927,55
1950027,56
1950126,56
1950226,55
1950326,55
1950427,55
1950526,55
1950626,56
1950725,56
1950829,56
1950930,55
1951030,56
1951130,56
1951230,56
1951330,56
1951429,56
1951530,56
1951629,55
1951729,55
1951833,56
1951932,56
1952032,57
1952132,56
1952233,56
1952332,56
1952433,56
1952532,57
1952632,57
1952732,56
1952836,57
1952936,56
1953035,56
1953135,58
1953235,57
1953335,56
1953435,57
1953534,57
1953635,57
1953734,56
1953838,58
1953939,57
1954038,58
1954138,58
1954238,57
1954339,58
1954438,57
1954538,57
1954638,57
1954739,57
1954842,58
1954942,57
1955042,57
1955142,56
1955242,58
1955341,58
1955441,58
1955541,59
1955642,58
1955742,59
1955846,58
1955945,59
1956045,58
1956146,59
1956245,59
1956345,60
1956445,58
1956545,59
1956649,58
1956751,59
1956851,60
1956952,59
1957051,59
1957152,59
1957251,60
1957351,60
1957452,60
1957551,60
1957652,60
1957751,60
1957851,60
1957952,59
1958051,59
1958152,59
1958251,60
1958351,59
1958451,59
1958551,59
1958652,58
1958751,59
1958850,59
1958950,60
1959051,60
1959151,59
1959250,58
1959350,59
1959451,60
1959550,60
1959651,60
1959751,60
1959851,60
1959951,60
1960051,60
1960152,60
1960251,60
1960352,60
1960451,60
1960551,60
1960652,60
1960752,60
1960851,61
1960951,61
1961051,61
1961150,62
1961251,61
1961350,62
1961451,61
1961551,61
1961650,62
1961751,62
1961852,62
1961951,64
1962051,64
1962150,64
1962250,64
1962349,64
1962449,65
1962550,64
1962650,66
1962751,67
1962850,66
1962951,67
1963050,66
1963150,67
1963250,68
1963351,68
1963450,68
1963550,68
1963650,69
1963751,69
1963850,68
1963950,69
1964049,69
1964149,69
1964249,70
1964349,70
1964449,71
1964549,73
1964649,73
1964751,73
1964851,72
1964950,73
1965050,73
1965149,73
1965249,75
1965349,75
1965449,75
1965549,76
1965649,76
1965751,76
1965852,77
1965951,77
1966051,79
1966150,79
1966250,80
1966350,80
1966450,81
1966550,83
1966650,84
1966751,84
1966851,85
1966951,86
1967051,87
1967151,89
1967252,91
1967351,92
1967451,92
1967551,94
1967651,95
1967751,96
1967851,99
1967951,100
1968051,100
1968152,101
1968251,105
1968350,106
1968451,109
1968550,111
1968651,112
1968751,114
1968851,116
1968952,118
1969051,121
1969151,121
1969252,124
1969351,126
1969452,132
1969552,132
1969655,135
1969754,138
1969854,140
1969954,141
1970054,143
1970153,147
1970254,149
1970353,152
1970454,154
1970554,156
1970653,161
1970754,162
1970853,165
1970954,168
1971053,170
1971154,175
1971253,177
1971353,180
1971452,183
1971553,187
1971653,189
1971753,192
1971852,195
1971952,199
1972053,203
1972152,205
1972252,208
1972352,212
1972451,216
1972551,219
1972652,222
1972751,225
1972852,229
1972952,233
1973051,236
1973151,239
1973251,242
1973350,246
1973451,250
1973551,253
1973652,258
1973751,262
1973852,266
1973951,268
1974052,271
1974151,276
1974251,277
1974351,282
1974450,283
1974551,288
1974651,291
1974751,293
1974851,298
1974951,301
1975050,304
1975151,307
1975250,310
1975350,313
1975451,317
1975551,320
1975652,323
1975751,326
1975851,329
1975951,332
1976050,335
1976151,338
1976250,340
1976350,343
1976451,345
1976551,349
1976651,352
1976751,355
1976852,357
1976951,361
1977050,365
1977150,366
1977249,369
1977349,371
1977449,376
1977549,378
1977650,380
1977751,383
1977851,388
1977951,391
1978051,395
1978151,396
1978251,399
1978351,403
1978450,404
1978551,407
1978651,411
1978751,413
1978851,416
1978951,419
1979052,420
1979151,424
1979251,426
1979351,429
1979451,432
1979551,435
1979652,436
1979752,440
1979851,443
1979952,446
1980051,448
1980151,451
1980250,453
1980350,456
1980450,459
1980551,461
1980651,464
1980751,467
1980851,469
1980951,472
1981052,475
1981151,478
1981251,480
1981352,484
1981451,485
1981551,488
1981652,492
1981752,495
1981851,497
1981951,500
1982051,503
1982152,505
1982251,507
1982351,509
1982451,513
1982551,516
1982652,517
1982752,519
1982851,523
1982951,524
1983051,526
1983150,526
1983250,530
1983350,532
1983450,532
1983551,534
1983651,535
1983751,538
1983852,539
1983951,540
1984051,541
1984152,543
1984251,545
1984351,545
1984452,546
1984552,548
1984655,547
1984754,548
1984854,548
1984954,549
1985054,552
1985154,550
1985254,552
1985354,552
1985453,553
1985556,552
1985655,554
1985755,554
1985854,553
1985955,555
1986054,555
1986154,556
1986255,556
1986354,556
1986454,556
1986554,557
1986654,556
1986754,558
1986854,557
1986954,558
1987054,559
1987155,558
1987254,559
1987354,559
1987455,560
1987555,559
1987655,559
1987754,561
1987854,560
1987954,560
1988054,560
1988155,562
1988255,561
1988354,560
1988454,562
1988556,561
1988655,561
1988756,560
1988855,561
1988956,561
1989056,562
1989155,563
1989255,562
1989354,563
1989453,564
1989554,563
1989653,564
1989753,564
1989854,564
1989953,564
1990053,565
1990154,564
1990253,564
1990353,564
1990454,564
1990556,564
1990655,564
1990756,565
1990856,565
1990955,564
1991055,565
1991155,565
1991254,565
1991355,564
1991454,565
1991556,565
1991656,565
1991756,567
1991855,564
1991955,565
1992055,564
1992156,565
1992256,566
1992355,564
1992455,565
1992556,566
1992656,564
1992755,566
1992855,565
1992955,565
1993055,564
1993156,565
1993255,565
1993355,564
1993456,565
1993556,564
1993656,565
1993756,565
1993855,564
1993955,564
1994056,565
1994155,565
1994255,566
1994355,565
1994455,565
1994555,565
1994654,564
1994754,564
1994854,565
1994954,564
1995053,564
1995153,564
1995253,564
1995352,564
1995452,564
1995555,564
1995655,564
